P0,P1,P2
13184.58331,11706.27963,14127.26929
11720.99366,11665.28231,15075.97381
11138.69749,11605.79586,14769.93885
10504.55549,11445.45199,15947.85302
13219.89219,11869.86973,15105.74908
12695.6672,11592.93418,15099.22443
12684.37164,11250.75802,15327.05315
10923.00477,11891.09377,14596.44931
13246.79598,11595.39003,15374.92983
12619.53117,12010.92866,14994.76724
11472.363,11611.46138,13964.44603
14103.91881,11498.65141,15101.28945
11901.92009,11740.88725,15358.39433
12891.70577,11347.97537,15085.53476
12008.40508,10753.41696,14651.32854
11363.29143,11233.54714,14924.05923
12767.54828,12069.38693,15481.72537
12516.32976,11277.96347,14621.43629
11127.26501,12437.11583,16205.71984
12655.83196,11685.56381,14568.41305
11890.28116,11557.56522,15603.84306
13470.20354,11968.69053,15297.19478
13074.81839,10700.62708,14716.50602
12338.40498,11702.1917,14668.31113
11373.20322,11202.836,14967.93656
13978.4564,11133.22753,14959.71985
11384.72443,11578.57924,14900.1784
11732.47582,11849.71545,14902.16762
12923.33453,11260.75867,14833.31504
13457.93204,11500.32512,15495.85043
10906.81403,11810.16101,14840.0468
12436.84492,11665.87746,14600.64379
11980.9776,11446.96959,13914.58706
10667.55038,10623.75047,15227.47831
12270.0921,11418.77944,15237.4728
12111.43081,11311.01691,15450.88678
11912.89024,11377.05073,14857.70732
10642.40932,11236.39083,15322.89459
11984.27462,11058.77206,16083.79673
13266.38655,11746.70649,15313.70488
10250.90636,11574.75908,14292.70159
11981.64061,12344.37037,15444.13433
12838.90882,11015.32911,15198.30745
12805.28992,11930.0599,14717.34297
11091.46708,11857.57981,15176.49469
12594.86986,12166.56747,14651.6476
12259.18383,10994.2392,14556.16201
12873.57003,11900.24337,14994.56679
13916.51995,11446.7001,14993.2835
11450.72559,11279.68839,14380.2363
10737.65269,11598.95755,14715.78419
12518.66726,12287.20795,14360.52986
13725.98157,10579.50073,16174.23935
11183.65811,11091.03214,14752.64853
12864.73985,11158.01605,15409.06787
11729.35716,11200.38236,15197.25152
13866.62709,11855.77087,14789.81515
11934.47512,11711.00781,14665.43656
13497.22634,11968.33195,15768.46447
13246.38923,12126.00395,15950.70656
12721.15827,11686.05566,15052.93459
12114.34383,11936.32059,15722.6071
13934.45868,11201.8652,15023.83603
12461.46604,11489.87651,14888.43525
12028.74654,11056.71482,15138.50407
12039.08837,11507.00724,15076.91398
13123.69394,11356.04051,13509.57037
11731.11239,11574.77414,15286.13285
13770.07052,11414.98713,15073.35731
11563.3142,11691.06708,14514.6607
11243.78822,11782.72152,15217.9229
13020.24965,12354.26124,14889.39621
13032.41666,10801.45047,14269.16321
12545.82752,10621.08556,15116.78826
12017.51423,11046.68018,14693.49177
13115.46037,10826.80879,13750.48127
13629.13768,11239.27904,15444.10049
13676.34437,11959.76441,16069.16805
14523.47777,11740.06214,15491.64783
12252.27133,11505.91309,14950.52714
12817.11828,11279.31266,15289.12406
12375.28653,11427.59624,15285.61834
12763.39561,11647.83136,15118.73841
12174.97902,12119.63381,15251.84416
13044.10007,10984.78786,15458.93865
12299.07407,12318.28763,14577.16707
12254.81845,12227.61794,14446.90372
11961.49757,11415.25003,14301.4763
12514.7742,11390.37082,14862.17845
14281.87052,10774.33002,14477.37296
11535.20379,11438.22718,14737.52015
11864.22926,12464.27519,14613.8276
12198.90457,11932.13072,14957.70972
13100.11001,10919.93747,14567.32279
12489.98702,11883.47774,14904.89817
12181.28306,11864.15805,14884.45481
11786.00713,12086.44247,14156.68863
13791.30063,10877.07555,15761.67058
12800.03041,11470.30454,15587.0187
13327.6873,11383.79147,15147.83459
13179.67528,11649.85371,15032.18091
12197.23965,12014.36502,15450.51668
12967.75632,11578.16322,14330.72341
11976.30323,11198.72561,15662.79482
12380.42067,11234.41143,14495.04078
12121.2325,11687.74518,14881.38232
11383.81117,11177.44305,14937.45459
11906.41131,11632.01743,15087.23441
11164.07443,11746.16573,15105.05424
13068.29964,11259.43614,16238.46614
11868.80156,10858.81702,15443.75489
13342.75591,11518.44409,14906.68739
13770.56203,11176.4817,15366.77812
11034.53967,11666.80292,15079.0173
12277.35715,11434.89159,14975.12306
14154.67106,11797.53372,14305.10625
12404.189,11393.4661,15504.16241
11698.61623,11806.03818,15057.9474
12762.48261,10916.67116,15566.76994
12383.60091,10903.26947,14299.95283
13068.01497,12196.37758,15255.39858
11540.15718,11290.00394,15814.29412
12276.65553,11903.58659,14722.46275
12419.24626,11504.75991,14602.34587
12212.19413,11613.53812,14788.83556
13248.67957,11391.23829,15284.96192
13043.56257,10327.48648,14958.34585
11230.61213,11299.85676,14967.82215
11974.28194,11866.72071,14818.07537
12249.89066,12252.15834,14948.49919
11372.59627,11210.73687,15450.14513
12757.71488,11533.91815,14866.85061
11955.08261,11617.09156,13962.97365
12360.04563,11561.81051,15626.20154
12479.94043,11034.98143,15072.27636
12402.40925,11571.29048,15328.40896
12259.44228,11509.10521,15371.1675
13572.64981,11746.02843,15149.58268
12077.24194,11853.41193,14488.50923
11158.18152,11673.91382,15494.27923
11623.02297,11282.61018,14692.70171
12093.45677,11201.37023,14251.23121
11920.9113,11288.94482,15292.94112
13345.47919,10920.53731,15797.42619
12996.76779,11118.52102,14527.00571
12030.48475,11896.30955,15426.83426
12051.3287,11596.52008,14815.16949
12386.78504,11276.3779,15021.89897
12759.66073,11622.61665,14703.54016
13227.3242,11105.9689,14940.60466
11246.15045,11188.54922,15040.58546
13502.40864,11568.19835,14676.18747
12374.32484,11828.59405,15413.897
12924.23443,11225.07192,15772.6454
14155.33332,11268.60733,13937.65459
12651.76159,11693.39823,14638.42199
13799.75787,11571.40891,15466.96471
13418.9902,11459.25634,15542.66379
13807.59299,10765.3799,15887.33744
10923.22579,11812.36291,15056.07622
11425.89925,11378.77566,14729.88474
12335.83742,12136.54339,14446.23245
11659.56462,11274.70402,14393.03261
12969.43587,11449.22716,14696.49167
13071.44881,11383.09299,15954.7916
11631.32806,10898.17931,14664.76618
11861.75098,11645.87465,14729.44861
13177.02146,11667.83679,15281.55234
13174.28858,11826.40444,14735.47316
11529.78929,11151.95528,15398.18417
12600.70763,11927.96143,15149.34732
13442.01306,10468.53425,14411.05507
11732.70141,11265.76666,14418.81734
11920.83244,11856.92196,16499.00848
12715.063,11178.55477,14239.3118
11239.60647,11552.6387,14920.50248
13154.62179,10634.84832,15161.14378
12372.43382,11953.59003,15182.69647
12592.87533,11649.12337,14860.35478
12126.46661,11059.14864,15403.11149
12388.47349,11296.09814,16324.18854
13821.31941,11043.07938,14832.85208
11165.55009,11583.97209,15018.4271
13208.23721,12088.05273,15248.575
12173.79867,11201.52553,15175.56504
13007.32826,11486.39333,14747.02854
13345.91285,11399.43908,15468.8001
11918.14381,11534.40271,14602.22406
11348.06409,11923.3582,16130.03381
12477.67094,11550.67879,15262.19941
13449.93753,11633.32488,14275.0754
11506.54369,11086.05126,15160.53776
12441.33691,11407.75855,14625.25111
12910.72021,11343.66461,15288.49132
12050.22111,10417.36142,15388.654
12700.16882,11458.16771,14601.38185
14017.93287,11134.06986,14909.74239
12132.15344,11759.01845,15400.49771
11342.66641,11661.66325,14805.33974
13004.14726,12119.43552,14704.00724
12119.3983,11439.14516,15935.16467
11287.86455,11572.88542,14294.87118
11570.36533,11502.18112,14691.32709
10679.48967,11392.52239,15081.90479
11417.35791,11828.24918,14632.18874
12795.66375,11215.82954,16100.73015
10971.53926,11910.63967,14467.47483
13240.59527,11569.10436,15122.33289
11112.4087,10958.91113,15651.39692
10501.30457,11973.08203,15322.71189
13237.81492,11741.75676,14893.04703
13609.61393,11952.17236,15180.45789
12030.22141,11525.41693,14925.33386
11813.88579,10942.59703,15002.2713
13852.09415,11496.92928,16230.98267
12664.68876,10535.29768,14776.20789
11924.09545,11329.61188,14954.87676
12125.71743,11611.41217,15056.2845
12860.03424,11831.11439,14579.36511
12571.73793,10866.32171,14431.65216
13720.88616,11715.20863,14528.81877
12353.69486,11719.58315,14886.4508
11518.99371,11551.77654,15288.34998
11162.85945,11889.82491,14581.72133
11779.12765,11511.19945,14199.68279
13028.26025,11364.10113,14427.67753
12019.74969,11119.73615,14940.32942
11607.14495,12002.42124,14787.63463
11573.32395,10740.03232,14936.47888
13518.08039,12003.54281,15559.1507
13440.1692,11772.96823,14997.59262
12118.16033,11760.28038,15989.86859
11927.21481,11945.20175,15369.376
14031.51654,11949.13683,15218.00749
13995.73666,11778.49389,15159.34398
11262.70953,11638.70095,15104.68192
12561.63088,11362.64982,14907.43386
12504.22449,11112.55087,14117.19171
13145.45708,10997.15487,15919.63912
12609.45014,11180.87009,15417.38436
12364.22671,12211.37291,15350.07502
12449.15582,11331.54276,15151.97868
13028.02765,11176.75307,15484.90021
12865.58464,10937.0986,14517.68357
11259.21504,11421.04892,15025.07353
15055.35425,10961.3439,14613.81018
14286.55445,11106.7733,15467.24093
14132.31961,11703.91042,14875.16858
12401.30468,11473.91995,15306.6185
12676.80041,11356.77757,15542.20692
11257.21927,11729.40251,15219.6113
12518.99495,11396.80373,14893.59907
12622.92252,11125.12883,15712.72529
12696.84615,11998.02338,15238.73535
15198.24827,11335.96083,14963.86353
13699.49454,11654.21446,15175.90737
12727.1516,11863.78819,14395.18511
12194.95195,10945.46595,15494.09212
12129.72995,11729.70728,14704.46337
13659.29699,11191.34157,14762.92806
11569.82465,11405.11402,13965.95144
11733.7583,10965.62157,15289.04298
12178.39636,11063.59299,14495.84414
11629.9322,11469.7607,15490.19858
11600.72602,10899.85962,14804.79367
13277.65921,11911.03274,14473.23532
10679.64924,10866.0029,14587.83834
11403.57876,11727.86368,14648.28957
12873.80226,11784.42221,14562.61979
12986.57546,11719.5135,14850.63264
12443.26229,11583.76278,14493.66738
12674.46689,11173.26744,15001.76806
12375.83605,12314.77375,15480.49582
11381.71814,11257.19391,14256.57976
12846.31225,11434.56951,15030.0529
12207.08534,11744.14393,14627.72632
11329.83067,12361.9053,15024.57958
11944.70865,10579.26177,14951.24718
12728.98805,11271.02703,14945.95921
12575.70729,12194.04559,15483.76651
12369.69647,10605.82965,13663.62995
12554.77976,11902.83788,15102.39428
11827.27568,11806.27515,15287.20785
12845.48105,12258.35128,14843.77067
11279.509,11887.26521,15598.39299
12271.48958,11055.56371,14441.54729
11342.73541,12225.20417,14968.78188
13538.91247,11113.75585,15113.68753
13149.75891,11604.85388,14291.32094
11589.61505,11732.13084,14746.21998
12211.69641,11170.2247,15490.29596
12011.5038,11302.57832,15423.58941
13107.97411,12106.44925,15829.97228
10810.96949,11288.87076,15493.42871
12239.70907,11408.67682,14709.01232
11992.04241,11811.49777,15377.2934
12303.021,11467.4173,15699.39935
12251.38006,11085.36802,15720.05383
13873.821,10913.45117,14913.82308
12589.96658,10299.85923,15224.94999
12727.18245,11418.64632,15077.2335
13115.14845,11595.23179,15556.64542
11386.95586,10112.48432,15515.10967
11509.8319,10521.52799,15205.43012
12485.42653,10679.37279,15076.70897
11518.5976,11356.7037,15065.14589
12553.12683,11204.01948,15330.45677
10711.34203,10850.24389,15520.17406
11046.00482,11614.95748,13785.95469
11389.57261,11647.7953,14455.4757
12816.11773,11700.75899,15479.29137
12411.6608,10973.14007,15175.76395
13569.16476,12765.16095,15572.6244
13442.2067,11542.77523,15072.40844
12348.8258,11544.20787,15238.68379
11416.86425,11625.27364,15104.73662
11904.77639,11215.92033,15280.08461
12547.45518,11793.72608,15254.07012
13290.96579,11382.15283,14798.43602
12361.94316,11884.91133,14886.28475
12469.2219,12636.47456,15570.35871
11375.11631,11701.83464,14816.29623
12869.818,11734.48022,14161.45732
12840.33401,11461.49414,15422.28615
12220.32886,12308.98612,15412.568
11674.34009,12251.27522,14879.68808
12506.36765,10878.45146,14699.01433
13031.2283,11657.25022,13692.46004
13099.58299,11392.97992,14527.05206
11816.29026,11525.3227,15189.92012
11206.69392,11194.42992,15050.78378
11665.41762,11402.9666,14985.74531
13134.23795,11300.33593,14112.16535
11343.31439,11424.41402,14836.42827
12632.81101,10718.78988,15140.25946
11845.46091,12341.23047,14421.38726
11838.76404,11022.77841,14306.39087
11495.33257,11000.93124,15144.28764
11427.72576,11727.46485,14166.04879
11656.4837,12261.40348,15175.31896
12193.91384,11900.66951,15322.99956
11543.24719,11985.5305,15055.79011
14213.36436,12458.52015,14724.97066
12557.25841,12026.5906,14777.5873
13137.42114,11810.29462,15533.01586
12428.71056,11653.81289,15093.62837
12050.61379,11207.04412,15226.48324
12425.2922,11889.26778,14707.06752
12658.84715,11947.1073,16004.47297
12735.59884,11402.43545,14134.27222
12603.03646,11345.8273,14255.09547
12779.4523,12317.1203,15064.17865
11741.69777,11597.58066,15094.08552
13088.1216,11994.56691,15129.97617
12715.85088,11248.19561,14244.48246
14013.4823,11624.96214,14378.44614
11146.41708,11364.21367,15324.6117
13233.86129,11170.28716,15234.44717
12184.74709,11244.29038,15629.44371
10974.60227,11646.81881,14928.12466
10736.69885,11959.9839,14535.99872
13587.33101,11900.22608,15116.42812
12167.27164,11416.80833,14981.06299
12575.80051,11499.97406,14528.3034
12708.70648,11464.361,14985.72857
12851.6552,11804.32575,14598.99955
13036.37262,11968.58945,14790.0778
12568.61847,11578.27699,14179.7229
11697.74744,10979.42799,14460.98693
12819.58379,10752.8612,14715.26899
12512.19143,11860.51451,14529.29002
12703.76379,10663.98874,14521.56206
12959.84349,12133.74169,15089.91111
12196.7665,12025.51147,15355.42205
12281.29201,11280.72843,14985.80714
12130.03311,11722.17372,14775.95584
13476.98035,11663.39747,14740.26931
12529.25704,10905.96584,15342.70834
10517.8251,11360.26481,14960.14769
12529.16523,11863.64728,15410.4504
12900.81765,11483.81038,14272.49831
12348.38998,11292.41289,16076.824
12559.35927,12203.01155,15722.28249
12547.55819,11122.9137,15974.4191
11862.65773,10992.82752,14766.00927
12106.16959,11762.27536,15507.75173
13380.84832,11678.70017,14575.47034
11631.33387,11532.3537,15255.20038
12623.71523,10746.23159,15038.24499
13000.26254,10740.97414,14895.06844
11742.35467,11463.36555,14518.63158
12027.43649,12349.29498,14404.34013
12189.78531,11097.48835,14721.52814
12689.50016,11327.68417,14283.90108
11050.63908,11680.76887,15502.69481
11967.01813,11704.56327,14997.73351
12692.06659,11672.7625,14207.48669
12322.21223,11268.25091,15053.73323
13395.27916,12085.77426,14508.1311
12564.84707,11479.14272,14748.83999
12797.30284,11221.09361,16184.04374
10967.37211,11823.11285,14985.57012
13080.65897,10733.47697,15916.27576
10777.04969,11699.6928,14895.51349
12983.71196,11632.78196,14810.42819
11651.5149,11249.59324,14238.47897
13211.01877,11891.90567,14722.63621
13569.78725,11672.40649,14831.29042
12344.38568,11588.95255,14734.47927
12525.41539,11730.19274,15886.10128
13124.7569,11369.33256,14897.46547
12505.2277,11725.53541,15802.61524
13868.60355,10758.88214,14406.91194
12012.59333,11386.0224,15582.15906
12850.10127,11291.44697,14851.6553
11603.83768,11282.43247,15069.88717
12125.85829,10882.90668,14599.87803
12393.95627,11399.37757,14977.09054
12703.66104,10701.68216,15427.67757
12921.86074,12044.56886,14438.85947
12994.40761,11630.17096,14813.80877
11726.99492,11389.8439,14683.43385
12627.74931,10789.52758,14704.05842
11136.26332,11785.9458,15086.89418
12282.84038,11559.27785,14209.50911
10740.58268,11880.31358,15554.19853
15000.99416,11806.76079,15294.42078
11238.96894,11367.1842,15733.9761
12412.41976,10965.10503,14244.51425
12722.67365,12212.40518,15372.33997
10427.33086,11439.33224,14825.90139
10755.77871,11798.62958,15589.13506
12953.51799,12281.24513,14752.37008
13197.43145,11286.43845,14935.03784
13378.32663,10896.1151,14706.99965
12258.54143,11435.39842,14468.06073
11479.42839,11693.34048,15506.39849
12897.14125,11090.85353,14775.30441
12092.62628,11557.00664,15233.79857
11662.41082,11903.45141,15651.98072
11573.1621,11840.77416,15100.32055
13458.37062,11503.71418,14608.351
12632.73555,11307.04774,14827.07517
12537.86536,11747.04678,14932.1516
12042.28339,11099.89525,15555.67489
12645.59864,11442.53571,14052.97226
12938.24978,11190.10963,13720.68631
12596.00564,11659.93393,14988.8552
12259.80034,11422.53873,14623.34114
12981.58015,12114.06635,15677.54805
11821.02886,11511.69031,14584.18384
14165.08382,11551.71414,15988.93303
11711.29049,11145.53194,15368.14046
13409.00532,11416.82169,14526.45582
11889.5919,12690.54847,14980.72876
13486.30599,10802.2395,14685.18242
13641.83789,12025.70839,14433.7601
12430.16181,11732.53317,15104.10097
13858.16665,12203.25339,15217.40176
12751.36598,10989.89703,14035.8514
12914.48924,10809.22305,15725.08502
12994.74591,11105.85759,15865.38463
10860.62053,11164.46313,14691.32
13257.30042,10746.28337,14705.94228
13209.89624,11436.98591,14357.31474
12781.96514,10643.58362,14336.47221
14175.32582,11460.54166,15575.32279
10801.85145,12227.47471,14753.59487
11142.20006,11613.67078,15155.73655
11674.66757,11441.85967,14912.36712
11997.84676,12022.51027,15223.90288
12231.54118,11360.11421,15016.75359
12043.04805,11439.83696,14916.92204
12454.91706,11680.89632,14337.24333
12054.51558,11520.26663,15043.34532
11427.136,11274.67265,14749.44806
12324.66745,12093.80743,15145.47914
12624.61674,11249.62372,14367.19625
12975.9005,11964.91476,14819.22447
13819.79426,11102.27267,15268.14362
12438.05382,11213.76637,14400.85492
13047.66642,11381.27273,15799.49768
11372.89652,12163.84637,15102.37929
12798.27572,11544.55002,14570.33078
12269.5631,11993.88,15120.21465
12944.79107,11539.91451,15427.37802
12895.15205,11577.49201,14073.3234
13097.2593,10977.36329,16353.22866
12509.6202,11300.19256,14496.22557
10830.94153,11261.23905,14373.52031
11688.74274,11542.78474,15087.24344
13255.81312,11780.50795,15536.19138
11382.46932,11497.60254,14148.9371
11493.25876,12129.33623,14619.19743
12332.11155,11102.6947,14503.73098
12495.02186,11612.33156,15774.91543
11696.31896,11248.67479,15115.77259
12275.14385,12216.87937,14949.99288
13934.34701,11199.24349,14792.78054
12094.98601,11239.16318,14984.3808
12442.81213,11292.93354,16031.35245
11363.30117,11997.13235,15218.29341
13242.2991,11334.30466,14603.75684
14099.69096,11660.3552,14746.83453
11812.83754,11270.41795,15134.94786
13438.54267,11875.37067,14428.83858
10620.98966,11154.44588,14940.70735
11938.2437,11198.20187,14667.01428
13840.07067,11392.96534,14364.74815
12853.75891,11946.83006,15034.71336
13071.95143,11370.41779,15706.02149
12327.30216,11584.5997,14664.21317
11046.20957,11340.24477,14766.07603
12486.52828,10810.80161,14584.73212
12851.81037,11485.63668,15634.45054
12651.51328,11375.1949,15077.27166
12662.57678,11515.04335,15470.35243
12990.75475,11647.97208,15760.19355
11709.4093,12121.72966,14157.33928
11766.39186,11488.84316,14728.33533
13707.0338,11961.91389,15270.08975
12013.78824,11826.72128,16032.63593
12661.52238,11596.80905,15079.16
12265.40116,11614.33386,14872.65926
11217.68433,11875.32972,15296.37744
13458.33971,12539.58449,14491.23615
13065.30493,10951.44939,14554.10016
13631.8077,11651.37497,15178.44769
14310.75825,11097.32602,14498.65036
13496.10907,12076.24782,14386.31777
13593.10838,11592.38735,16046.38883
12653.0735,11977.99844,14667.89125
14447.25722,11751.45656,15496.65081
13681.68371,11265.0618,14489.55856
13882.80245,11056.15195,14325.03994
11735.21116,11454.09392,14780.69273
14599.22322,11336.16897,14590.38186
11375.85701,11014.86459,14624.23591
12061.84318,11118.92805,15510.90796
12408.2966,12030.04665,14396.96346
11287.73201,11395.43726,14903.26107
12840.60091,11507.82651,15648.10702
13068.70975,11569.19074,16078.06322
13280.51991,11534.30504,15302.20002
12634.10321,12332.15277,15561.3869
13277.10441,11534.41475,15038.19287
12909.38879,11260.27346,15404.52356
12401.03712,11058.6205,14237.24355
11825.98713,11286.73297,15047.40025
12334.52171,11196.01138,15555.89224
15013.64012,11854.53596,14932.36744
12034.2021,11198.78806,15465.39786
11192.82348,11115.98652,14495.42759
11387.58388,11605.3326,15472.78748
12488.66878,11574.74354,15786.71956
13147.82218,11625.79473,15794.58544
12573.14962,11404.54456,14275.4808
12214.70894,10489.66258,14602.86063
11209.35141,11202.26818,14680.18048
11898.34902,11303.83232,15629.41142
11281.6932,11564.45234,14603.78261
13225.99764,11633.62863,15029.0594
11751.94458,11531.84115,15329.49876
15234.26357,12227.05243,15135.41539
13857.65265,11501.37907,15197.42654
12279.09727,11667.60719,14617.16167
11675.88897,12097.2139,15470.64872
14528.3366,11003.66503,16003.70398
12179.51365,11528.83868,15145.39719
12695.13745,11475.15493,14275.54645
11880.41735,11484.6682,15064.84371
11481.43498,11323.32683,14655.94611
12884.31198,10964.29067,15743.87076
12150.06332,10620.59346,14876.97512
13019.57153,11552.54005,15080.26722
12560.76386,11805.62249,15225.865
11153.07532,11429.90957,14724.19379
10791.10895,12253.02337,14871.22386
14508.56657,11015.75335,14979.17558
12432.44419,11649.81928,14754.17724
13456.13179,11489.56554,15399.85994
13615.42841,11611.75019,15464.68202
14687.58539,11049.74131,15519.52253
14434.62461,10418.54142,15428.87518
13541.71335,11006.37195,15146.96452
12930.92254,11409.93062,15329.04294
12256.31706,10060.69519,14231.28964
13392.81233,11486.51663,15010.03347
12562.55696,11367.27372,15695.46828
10768.4509,11716.96927,14462.74911
14562.52932,12589.89539,15986.87709
11192.98292,12376.7312,14841.30359
13177.30958,11277.25614,14426.23915
12283.00786,12025.40089,15015.59281
13343.78598,11547.55863,14386.06485
11728.06591,11507.57518,14835.2828
12842.33163,11639.39352,14757.73826
12213.31921,11339.02035,15500.76509
14243.90562,11368.71392,15140.62884
13149.81659,11680.94171,14860.28038
15024.35201,11295.52049,14857.9841
12366.14402,11651.23678,15042.42231
12011.34493,10770.76269,14897.25771
12096.33166,11445.43455,15731.25075
14009.02937,11698.91297,14471.60547
12405.91799,11891.05363,14554.73919
11741.82407,11412.11503,14740.41009
11233.73485,11250.22328,16088.55896
12202.46724,11786.80262,15018.85272
11619.95378,11033.38317,14754.5274
11774.49611,10954.70272,15248.58465
11831.09109,11573.72076,15789.16708
13126.52435,12539.30052,15036.21091
13183.89861,12311.54431,14830.22379
11260.65251,11822.8641,14977.38284
13094.5524,11215.10934,14879.08199
13417.74321,11439.77225,15455.52622
13586.47997,11351.46286,15282.98997
12172.57852,10998.25124,14655.86725
12440.34267,11929.87503,14642.02204
14201.70221,11084.10353,15257.81422
12259.63853,10526.48781,14826.91211
12286.54834,11561.95046,15002.32064
14445.85505,11282.61857,14736.9619
11545.0774,11240.91847,14400.38311
10789.34893,11821.79879,15161.37415
12702.30845,11209.04766,13495.46056
12860.58332,11471.06136,15126.09737
14431.33398,11024.0836,14215.65002
11998.23455,11195.78779,13957.03734
12634.32821,12030.61736,14543.45726
13250.12477,10512.49216,15553.9766
13489.60043,11393.08275,14520.21159
12884.49697,11406.16409,14219.85274
12818.28788,11290.34072,14613.0482
12714.50818,11056.33107,15375.77296
11688.94361,10642.86192,15198.72757
12830.33874,11102.4602,15422.4904
13708.64277,11978.45665,14841.94158
12590.48705,11437.56732,14754.17253
11670.33883,11350.14372,15391.82074
11113.22675,11647.65544,14605.55632
13592.62024,11213.07244,15030.79203
10925.79383,11696.89121,14051.12476
11937.2785,10910.20365,15012.18984
13446.81127,11652.69297,15418.62388
12929.8347,10965.16839,14276.97305
12489.05515,11340.93591,14488.6304
12013.35538,11454.6347,14116.92823
13435.20992,11117.40039,13849.08961
10840.88463,11518.98455,15248.20426
14011.13105,11421.43159,15442.5344
12656.77671,11167.35622,14842.72501
11171.07552,11232.33864,14876.35879
10779.78806,11574.3712,14998.50836
13844.34556,11420.00046,15519.23178
11564.07838,10914.60215,14520.11973
13871.03539,11748.92487,15072.09562
10740.3621,10600.82082,15256.51481
12709.83778,12128.30781,16065.34714
11369.26483,11680.74848,14840.75026
12221.35674,11909.84781,14581.73684
11564.73317,11225.90504,15322.41325
12905.20446,10845.92386,14689.70533
13894.38873,11354.23407,15108.88846
11832.43001,11796.50112,14352.1539
12887.09526,12179.56838,15067.45071
11419.35256,11494.9397,14445.29061
11449.19163,11290.5451,14036.79349
13716.47471,11207.05721,15111.4131
12814.99835,12069.8875,14878.8491
12137.23221,11170.14445,14960.56929
12891.13865,11727.5846,15066.09985
14011.00341,10871.26904,15638.02021
13122.7803,11192.3255,14876.2211
12121.01168,12101.20914,14976.73973
11593.07967,10403.34846,14551.00658
12820.08798,11086.24673,15084.39178
12229.56706,11677.68762,15382.88125
12955.93347,11857.20922,14801.915
12809.79818,11682.39855,16166.15667
13207.591,11366.11382,15134.06501
13156.10825,11919.95655,14838.96337
13083.17188,11117.39305,15530.04394
11174.37416,11656.5309,14811.87431
12831.02943,11285.18665,14696.27873
13393.0586,11824.15627,13972.77969
12802.51578,11043.82075,15099.43349
12796.3566,11730.85659,15779.78541
12471.14914,11757.16507,15057.37198
11972.88242,11716.57598,15302.42197
11246.95011,11223.59703,14673.11844
12593.89006,11230.35514,15670.66955
13826.14775,11518.53711,15247.35939
11959.83603,11196.78367,15551.53356
10937.90907,12059.1153,14904.94265
11612.56146,11295.89539,14517.31285
12729.55031,10575.52864,14995.40831
13174.45348,11477.90967,15343.81105
11612.91156,12023.92466,15004.27129
13569.82332,11761.63764,15283.90902
11784.75381,11330.09732,14335.88166
12468.11365,11460.04955,14809.81689
12276.20193,11229.96527,15503.01977
11678.56432,12198.78477,14875.94182
11708.84481,11017.36508,14881.58778
12253.73555,12312.4164,15824.23969
12305.81461,11617.66597,14947.94385
11945.82883,11699.67584,15150.24102
12069.43537,11473.92513,15224.38781
10721.89875,12025.15361,14257.07302
12934.22091,11335.83783,14937.39113
13596.0354,11446.81278,15317.55989
10910.60893,11360.29516,15094.57605
14433.54712,11397.83456,15880.71804
12589.23632,11471.15327,14791.23151
13100.46434,12011.59849,14822.45847
13659.89666,11694.82313,15626.15051
13644.59716,11727.1175,14897.42602
11869.32056,10627.76099,15435.95222
12999.21242,11080.00411,15208.3371
12643.82825,11509.48445,15399.62032
12072.61853,11180.84956,15406.8831
12252.52921,11189.70533,15130.17226
12339.02956,12000.94609,14838.39914
13296.12847,11612.28057,14114.29746
12208.23264,11279.23213,14880.36328
12796.7261,12482.33534,15054.52189
12834.26503,11542.43882,14646.7361
12177.18935,12382.95132,15672.29091
12152.7022,12097.80299,15410.22503
12989.23533,11170.12603,15738.35425
10711.80732,11041.48585,15878.26524
12096.25008,10781.38188,14954.94928
11939.55541,10749.54432,14920.65054
12189.96976,10980.95694,15416.02291
12052.18686,11609.79088,15775.93613
12069.95292,11864.19224,14922.66543
10846.35658,11314.6791,15677.60408
12235.14314,11567.14058,15370.78426
12375.97135,11328.71469,14862.61135
13782.08753,10947.0159,14290.6719
13601.6665,11741.23494,15192.9972
12156.23661,11029.09609,15014.54331
12629.65958,11697.23805,15125.91978
12421.58221,11675.46093,15005.4088
13546.76221,11932.26106,15276.25795
12647.49576,11179.14671,16083.05158
11123.13662,11335.10786,14844.1017
12120.22259,11819.4314,15005.05585
12321.75358,11261.22237,14670.3653
12068.78554,11600.6572,14141.80754
12406.97312,10963.76323,14145.00594
11560.23166,11640.6991,15501.39676
12252.29389,11243.58066,15201.81833
12594.16609,11218.59936,14226.78855
11325.44966,11103.79141,14930.08997
12002.67804,11573.21698,14956.10563
12927.82473,11218.41694,14868.1759
12364.61563,11170.10992,15141.27972
10953.63809,11131.52455,15499.53759
11837.01075,11053.77983,14594.13747
11302.93937,11476.70751,14565.60934
12053.43767,12196.28485,14896.54787
14104.6038,11654.41951,15266.08464
13742.80115,11324.14587,15562.74588
11677.05719,11398.74876,14109.2291
11762.14802,11303.71903,14291.8548
11199.95582,11111.30772,15274.25519
11927.04883,11566.03417,15355.68453
12812.02134,11745.86997,14197.40866
12269.2502,11258.1521,14720.21579
12933.08133,11088.23642,15012.81017
13015.07602,11191.78506,14380.33496
11659.31041,11179.77568,14825.27566
14657.30835,11966.16815,15076.47282
12938.05046,11421.96265,14210.22216
13927.83469,12459.38049,15628.52597
